NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,NB_CLICKS_DATASCIENCE,NB_CLICKS_BACKEND,NB_CLICKS_FRONTEND,NB_CLICKS_IA,NB_CLICKS_BDD,ORIENTATION,FAV_COURS,HAT_COURS,PROFILE
Michael Mitchell,97226893,33,64,33,31.34851531,19.91034796,3,4,7,1,0,1,2,3,2,2,43,37,63,26.88406737,8.13569433,92,238,285,262,57,PRACTICE,BACKEND,BDD,intermediate_backend
Carolyn Fahnestock,37356759,14,25,37,11.27891695,19.27572951,5,4,3,0,0,2,2,4,0,1,55,63,75,45.68301101,12.65815119,74,18,239,50,55,THEORY,FRONTEND,BDD,intermediate_frontend
Carolina Lowe,58358053,75,34,53,28.31590672,29.831635,7,4,3,0,2,3,1,2,2,2,69,44,93,12.53186062,30.00374513,159,245,77,281,187,THEORY,FRONTEND,IA,intermediate_frontend
Karen Bolin,37741497,44,21,11,34.70220289,19.17097662,0,9,2,0,2,3,8,3,1,1,83,80,72,53.11268045,50.571788,133,178,54,231,20,THEORY,DATASCIENCE,BDD,intermediate_datascience
John Smuin,84987646,12,52,70,4.217300082,19.70106732,3,4,4,0,2,3,6,3,1,2,83,71,62,1.107990946,58.81639384,60,185,459,8,152,PRACTICE,FRONTEND,IA,intermediate_frontend
Ollie Gallardo,75997807,33,20,40,5.514302896,7.450771497,1,7,5,2,1,3,5,0,2,0,59,52,39,47.68783021,28.15567599,220,76,194,35,25,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Kristy Darden,22532550,42,33,9,1.402514604,13.42134654,5,4,4,0,2,4,0,2,2,2,79,89,64,32.60649271,64.66813547,135,41,11,8,53,THEORY,BACKEND,IA,intermediate_backend
Rolando Ramirez,4631710,51,65,38,19.67155235,24.42761551,5,1,2,0,0,7,1,6,2,2,64,87,89,16.50857549,14.79306321,459,324,217,88,147,PRACTICE,BACKEND,IA,intermediate_backend
Paul Tavares,66602003,53,52,16,47.8886431,34.64222359,4,4,2,0,2,8,2,5,1,2,60,67,63,15.53298315,36.53687955,105,492,19,295,159,PRACTICE,BACKEND,IA,intermediate_backend
Julie Navejas,29368027,55,49,16,13.14426233,17.55783984,10,5,5,2,2,1,2,0,0,0,74,53,76,72.50513564,0.541682237,492,10,91,18,95,THEORY,DATASCIENCE,BDD,intermediate_datascience
Walter Bernstein,10656104,54,12,52,11.15171091,0.244127239,6,7,4,0,2,1,0,0,0,0,69,83,74,59.76153756,56.60054045,69,116,74,71,1,THEORY,FRONTEND,BDD,intermediate_frontend
Debby Harlow,74316178,25,35,59,24.24551963,15.36586102,2,3,2,0,0,3,5,4,2,1,63,69,84,49.68813106,66.97092941,30,139,462,87,58,THEORY,FRONTEND,IA,intermediate_frontend
Bertha Bland,74131730,64,5,28,1.600263222,1.120760331,2,3,3,0,0,3,1,1,0,0,53,53,62,26.77915344,9.298236626,502,35,157,7,9,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Timothy Overholt,58505052,37,65,49,29.07393956,1.872463956,4,5,2,1,0,4,4,4,0,2,74,77,79,29.53307605,10.52205441,12,454,249,77,11,THEORY,BACKEND,BDD,intermediate_backend
Thelma Laffey,98930994,45,57,0,14.46164801,26.83804824,4,1,6,0,0,0,7,4,0,2,66,43,57,39.00260157,20.36357406,390,411,0,113,122,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Shelia Smith,46584110,86,0,38,3.223964291,0,3,7,8,0,2,7,7,4,0,0,56,45,81,30.53796981,20.0877932,87,0,200,5,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Micki Nwachukwu,87949585,61,14,38,55.98595495,6.338385408,1,2,2,0,0,1,8,3,1,1,69,30,53,61.19838067,13.28443426,220,67,36,472,52,THEORY,DATASCIENCE,BDD,intermediate_datascience
Michael Bernal,40705916,58,50,19,8.099255152,13.88749933,7,3,6,2,2,6,5,6,1,2,64.93900101,79,90,63.19155774,22.94413147,334,269,182,47,103,PRACTICE,BACKEND,BDD,intermediate_backend
Gary Cresci,91375851,60,58,31,33.10675702,35.01511448,7,3,5,0,2,6,5,4,1,2,54,74,92,50.2752455,10.22830305,494,193,217,305,19,PRACTICE,BACKEND,BDD,intermediate_backend
William Cote,92640826,45,52,28,12.33243933,51.52562412,6,4,2,0,1,2,8,8,2,2,78,50,45,59.90723197,46.14360317,174,467,82,78,5,THEORY,DATASCIENCE,IA,intermediate_datascience
Veronica Cabral,62595462,64,20,60,4.17233934,10.94463841,2,1,4,1,0,6,3,2,2,1,64,98,71,25.94821805,34.1650182,485,8,403,10,97,PRACTICE,FRONTEND,IA,intermediate_frontend
Evelyn Mcclintock,1672477,45,57,54,2.246511855,36.87306726,3,5,1,1,0,7,3,3,1,0,73,65,49,55.57833083,26.47106485,344,508,44,13,237,PRACTICE,BACKEND,IA,intermediate_backend
Patricia Roman,64222787,67,30,17,7.742298822,27.57827273,1,8,7,2,1,4,6,2,0,2,73,74,72,56.93089244,31.18474362,140,178,127,57,52,THEORY,DATASCIENCE,BDD,intermediate_datascience
Betty Gomes,93888113,15,23,39,1.070505208,8.602009608,2,5,6,2,2,0,2,3,1,2,52,65,76,8.838838385,8.308890993,53,23,315,8,81,PRACTICE,FRONTEND,IA,intermediate_frontend
Fernando Weller,69911086,47,78,27,35.74623143,12.99077908,5,6,6,0,0,3,4,4,0,0,70,86,67,57.32896723,17.02504169,425,650,248,96,104,PRACTICE,BACKEND,BDD,intermediate_backend
Joshua Hornback,12164797,74,21,20,35.93189897,5.938742942,3,8,8,1,2,3,2,0,0,1,58,65,72,52.90691284,0.83400902,413,86,16,118,58,THEORY,DATASCIENCE,BDD,intermediate_datascience
Mike Crandell,12377868,41,28,42,14.05857575,11.27825834,4,6,3,2,1,0,3,2,1,0,43,69,39,32.30604536,34.3153731,6,143,32,28,90,THEORY,BACKEND,BDD,intermediate_backend
Wilma Barboza,91134829,66,66,59,27.61234807,42.57116696,2,4,3,2,0,7,4,7,2,0,51,52,95,34.72893121,28.82213937,297,161,62,139,113,THEORY,FRONTEND,IA,intermediate_frontend
Danny Paris,13078117,37,43.5522635,26,34.37102922,0.199819067,2,0,4,1,2,0,7,1,0,1,78,35,52,16.97131812,7.473068093,81,102,107,101,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Elisa Cortes,31000832,11,22,19,10.01826994,18.77443072,1,2,9,0,2,5,5,1,0,0,36,82,77,22.95879861,34.68557951,39,149,62,9,88,THEORY,BACKEND,IA,intermediate_backend
Jason Houston,5347580,2,8,5,1.43135296,0.608751784,0,2,9,1,1,0,4,2,1,1,64.93900101,82,81,40.97223661,56.66503653,14,43,8,9,3,THEORY,BACKEND,IA,intermediate_backend
Charles Harper,90349949,19,40,0,16.80896517,36.02620596,1,5,6,0,2,2,2,4,0,0,100,60,39,37.51093926,15.55609126,17,368,0,109,172,PRACTICE,DATASCIENCE,FRONTEND,intermediate_datascience
Francisco Sabad,72012808,46,40,23,14.70380927,37.97738085,6,2,5,0,1,3,3,4,0,1,59,66,86,6.657503549,24.23576889,33,77,158,120,210,THEORY,FRONTEND,IA,intermediate_frontend
Alexander Hayter,35550318,54,46,14,20.5799036,45.54472853,7,2,7,1,1,4,4,5,1,0,49,75,79,21.26361994,52.8070663,507,391,34,99,120,PRACTICE,BACKEND,IA,intermediate_backend
Margaret Daquino,65308972,0,24,12,0,19.42824443,8,4,8,0,1,4,1,5,0,0,86,75,93,79.18471178,44.75932019,0,89,58,0,156,PRACTICE,FRONTEND,BDD,intermediate_frontend
Jose Wilbur,2950318,25,34,34,15.59064868,4.823087882,5,6,3,2,0,4,5,4,2,0,73,64,77,57.03440924,32.39534204,83,123,104,89,16,THEORY,FRONTEND,BDD,intermediate_frontend
Lisa Aziz,24958466,42,53,43,20.2313932,37.42685329,2,3,6,1,1,4,2,5,2,0,68,69,65,24.08908451,59.90581726,319,133,75,127,319,THEORY,BACKEND,IA,intermediate_backend
Zona Foster,46532858,37,52,13,14.82434039,10.57270711,4,1,8,2,0,0,8,5,2,0,58,72,68,11.37061946,5.067314277,232,422,92,141,78,PRACTICE,BACKEND,BDD,intermediate_backend
Paul Hagerman,23086337,49,80,56,48.32283527,71.77022685,3,3,5,0,2,8,3,6,1,1,49,54,93,22.56875651,28.40802007,94,9,331,211,518,THEORY,FRONTEND,IA,intermediate_frontend
Herman Hobson,44582983,38,35,51,31.20269779,11.0812074,6,6,3,0,0,3,1,6,1,2,91,85,82,68.98251698,59.47829448,174,176,409,267,61,PRACTICE,FRONTEND,BDD,intermediate_frontend
James Sears,67639057,37,51,29,16.09426732,16.66659483,2,8,2,1,2,4,4,2,2,1,58,84,66,39.74378562,23.19626964,26,455,47,143,74,THEORY,BACKEND,BDD,intermediate_backend
Maria Session,30672060,49,13,16,35.63733138,11.92949285,2,1,1,1,1,6,5,7,1,2,75,88,94,66.23241224,25.31262632,357,109,73,89,118,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Tina Wilson,84032525,33,24,49,8.895535877,0.317545699,5,5,5,0,0,3,3,3,1,2,73,78,81,22.74077501,38.88833662,323,153,267,27,0,PRACTICE,FRONTEND,IA,intermediate_frontend
Stacey Mccarter,65468644,45,87,50,4.507619681,16.87505518,3,6,5,1,0,11,7,6,1,0,29,71,77,14.33891286,24.20554757,157,418,466,9,150,PRACTICE,BACKEND,IA,intermediate_backend
William Rankin,37521588,72,38,5,25.37503384,16.03342613,5,11,4,0,0,5,0,5,2,0,64,85,57,16.46520645,36.02846258,719,213,7,124,97,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Garry Speas,65197867,13,23,12,5.238646402,16.11659605,7,6,6,2,1,5,3,7,1,0,74,85,68,57.22799294,58.736504,126,143,28,23,132,PRACTICE,BACKEND,IA,intermediate_backend
Yee Grant,87267622,75,26,39,1.240284342,16.83672032,2,4,6,1,1,1,6,3,1,1,60,23,57,25.20317914,8.57644755,0,53,366,0,96,THEORY,DATASCIENCE,BDD,intermediate_datascience
Todd Schroeter,74261167,29,84,27,23.62896805,56.23059751,4,4,5,2,0,5,0,2,2,2,54,51,77,23.12853987,1.401996329,29,751,98,84,120,THEORY,BACKEND,IA,intermediate_backend
Kathleen Aldrich,74269462,43,92,54,15.4453163,80.96202661,2,0,7,1,1,6,1,4,2,1,84,65,48,68.4371332,6.057485881,23,728,12,119,474,THEORY,BACKEND,IA,intermediate_backend
Janie Arpin,89213216,42,49,14,24.37756296,5.930490202,3,5,4,2,1,2,2,5,1,0,71,83,69,51.8211795,41.97644993,388,458,17,181,53,PRACTICE,BACKEND,BDD,intermediate_backend
Kara Zbinden,43531607,13,35,58,0.961521435,18.27565937,6,2,4,0,0,2,0,6,1,2,70,62,64,33.02576115,57.97761678,55,185,425,6,49,PRACTICE,FRONTEND,IA,intermediate_frontend
Hazel Tucker,13556534,47,46,47,8.224850951,33.3719737,3,6,5,0,1,4,4,2,0,1,62,67,73,23.34847944,19.11927959,285,441,210,32,19,PRACTICE,FRONTEND,IA,intermediate_frontend
Sonya Schorn,65754812,56,54,33,49.82284862,34.35039592,5,2,3,0,2,6,4,5,2,1,53,64,77,36.48408057,1.527561081,250,182,112,169,62,THEORY,BACKEND,BDD,intermediate_backend
Milagros Sims,17052855,33,18,65,20.08668842,8.069654159,4,8,2,0,0,0,3,2,0,1,59,75,35,55.60160921,61.04150303,252,38,485,52,60,PRACTICE,FRONTEND,BDD,intermediate_frontend
Laura Lara,63558382,36,36,36,34.21022581,0.616125091,4,4,4,1,1,2,5,2,0,0,55,78,69,23.35282666,60.20423822,174,31,188,299,1,THEORY,BACKEND,IA,intermediate_backend
Scott Carter,71676907,31,29,49,30.96125107,1.753115704,5,2,6,2,2,5,7,10,0,0,82,86,70,3.194319181,74.91162778,130,172,114,186,9,THEORY,FRONTEND,IA,intermediate_frontend
Linda Shea,9532655,46,63,29,17.10556531,7.493303592,3,1,7,1,0,2,5,6,0,2,57,30,71,50.09204845,13.98560063,181,560,18,63,63,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Terrence Copley,55420898,42,61,56,12.54972869,20.93689292,4,5,4,1,2,6,5,2,2,2,53,76,72,8.819385894,5.751982257,46,517,45,27,118,THEORY,BACKEND,IA,intermediate_backend
James Fultz,46675194,0,58,70,0,6.823900255,4,5,1,0,1,2,6,3,2,2,58,82,61,52.28664416,12.11889815,0,239,409,0,57,PRACTICE,BACKEND,BDD,intermediate_backend
Lucille Armstrong,59858585,76,84,43,75.89446845,35.7909143,4,7,3,1,2,1,1,4,2,1,39,67,92,32.35222629,64.34591769,118,230,31,229,225,THEORY,BACKEND,BDD,intermediate_backend
Miguel Burgoon,64969028,57,32,17,35.88955035,5.716543699,5,1,7,2,2,0,4,1,0,2,67,68,64,44.19888082,58.2106846,508,276,129,61,51,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Eric Sibrel,73555181,0,21,27,0,16.36249015,6,2,5,1,0,8,5,6,2,0,75,82,79,63.44330422,49.75025193,0,123,202,0,138,PRACTICE,FRONTEND,IA,intermediate_frontend
Jason Kemp,42634873,8,8,58,6.253966871,6.971900934,2,2,9,2,0,2,3,2,2,0,50,77,76,12.98923089,3.988950329,2,35,385,1,45,PRACTICE,FRONTEND,BDD,intermediate_frontend
Jack Tran,44195369,50,39,19,17.76698541,15.19625281,3,3,1,0,2,7,3,3,2,0,62,79,64,53.0616426,5.264967609,143,331,179,52,144,PRACTICE,BACKEND,BDD,intermediate_backend
Ricardo Grace,50360894,74,15,35,42.49600814,7.66997648,2,5,3,0,2,2,4,2,1,1,37,64,52,20.78041616,11.72127596,419,121,13,418,20,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Christie Cook,26740356,36,53,81,29.99004989,50.5353008,8,5,6,1,2,2,0,5,0,1,66,74,69,11.69242853,48.74793037,208,332,743,0,17,PRACTICE,FRONTEND,IA,intermediate_frontend
George Council,34943458,0,37,48,0,19.81378695,0,3,2,2,1,3,7,5,2,1,31,67,71,7.891293936,65.17786339,0,273,478,0,30,PRACTICE,FRONTEND,IA,intermediate_frontend
Nellie Adams,51534491,70,25,31,1.481466979,24.8768304,6,4,5,0,1,0,2,0,2,0,71,60,64,56.07948667,34.7618637,319,62,99,8,87,THEORY,DATASCIENCE,IA,intermediate_datascience
Essie Pena,14995494,53,15,54,17.84540045,2.131964905,2,3,2,0,1,4,7,2,0,0,63,48,65,53.09177093,40.22457755,15,127,366,94,17,THEORY,FRONTEND,BDD,intermediate_frontend
Vernon Palladino,70785223,42,42,23,6.067979257,36.21350967,4,4,6,1,0,3,3,2,0,0,58,42,62,50.73655557,32.16821808,74,406,60,7,167,THEORY,DATASCIENCE,IA,intermediate_datascience
Laura Connolly,13771242,15,31,22,3.494583181,15.41329308,5,4,2,2,0,5,6,6,2,2,98,77,63,18.0699441,20.18145453,14,130,126,3,144,THEORY,DATASCIENCE,IA,intermediate_datascience
Bernice Reid,67228480,39,15,0,35.31408962,0.340711669,3,6,1,0,0,6,3,8,1,2,66,88,73,59.5334372,51.30620477,266,17,0,224,3,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Michael Phillips,59188696,36,58,20,1.328158401,56.3889306,4,5,2,0,0,7,1,2,2,0,58,69,59,28.64130784,48.80880435,230,119,94,5,191,THEORY,BACKEND,IA,intermediate_backend
Linda Heckman,56632293,45,71,27,9.891032038,68.51840088,3,2,4,2,2,2,7,2,1,1,58,85,73,57.60622933,27.38994046,385,14,88,89,183,THEORY,BACKEND,IA,intermediate_backend
Donald Wittmer,40880115,76,86,42,23.52727077,32.96129226,6,2,4,1,0,5,3,7,0,2,35,75,79,16.67598846,45.80572119,489,682,330,142,71,PRACTICE,BACKEND,IA,intermediate_backend
Robert Pena,42613745,44,21,62,27.14289917,20.03698349,0,4,2,1,0,9,4,2,0,2,56,100,69,14.11951593,12.93935249,61,1,453,149,61,THEORY,FRONTEND,BDD,intermediate_frontend
Courtney Forbes,14786833,72,89,32,38.45532169,12.54985816,5,0,0,0,2,3,5,4,1,0,51,74,83,3.0484349,59.25714127,438,40,78,246,48,THEORY,BACKEND,IA,intermediate_backend
Stephanie Wampler,51333472,36,56,27,7.857701383,38.0861679,6,2,8,0,2,2,5,5,0,1,52,65,77,34.57890754,20.20194248,259,238,45,60,169,THEORY,BACKEND,IA,intermediate_backend
David Battle,16081658,19,23,61,3.120580277,4.414366698,1,6,6,1,1,4,6,3,1,0,84,86,67,0.419267742,26.20533053,128,136,430,13,2,PRACTICE,FRONTEND,IA,intermediate_frontend
Guy Melvin,75364818,67,63,40,15.86546832,15.53877589,4,2,3,1,2,3,6,1,2,0,61,51,55,50.99653999,37.20547015,4,177,78,145,120,THEORY,DATASCIENCE,BDD,intermediate_datascience
Annie Johnston,38545586,9,7,87,4.52276664,5.45536206,6,0,6,0,2,4,1,3,2,1,76,72,46,23.61890944,56.48107048,69,23,161,17,5,THEORY,FRONTEND,IA,intermediate_frontend
Ernest Chism,17425983,48,25,43,13.01653371,9.433952114,2,4,4,2,0,5,5,5,0,0,41,69,74,27.30045114,50.37331851,465,24,116,105,51,PRACTICE,FRONTEND,IA,intermediate_frontend
Lance Helen,56094104,64,56,49,60.6465601,0.399140158,5,2,2,2,2,5,7,1,0,2,66,68,73,32.98187753,22.61891438,491,361,288,573,0,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Stephanie Jackson,84294436,4,18,24,1.855460886,7.456291636,0,0,7,0,1,6,4,2,0,1,72,87,59,47.32008413,80.08286222,19,130,209,12,26,PRACTICE,BACKEND,IA,intermediate_backend
Christen Carter,62902642,21,77,58,1.234716347,17.56133769,5,2,5,0,2,4,2,4,1,2,76,62,77,4.0415673,36.89696421,209,138,413,8,66,THEORY,BACKEND,IA,intermediate_backend
Angelica Briel,16996905,10,14,14,7.292664058,9.56661879,0,3,4,0,1,1,3,5,0,0,69,46,76,13.57755222,16.53622708,90,17,49,10,15,THEORY,FRONTEND,IA,intermediate_frontend
Martin Kinsley,20965318,8,0,11,2.630762306,0,0,2,6,0,0,3,6,2,2,1,75,72,89,66.99484846,24.95659557,1,0,64,16,0,THEORY,FRONTEND,BDD,intermediate_frontend
Charles Ray,70635928,89,24,7,58.16051495,20.21408468,4,7,8,1,2,4,5,3,2,2,60,61,77,25.05217278,4.812582789,448,207,69,437,183,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Rosario Misner,15087063,32,35,18,8.947019857,9.348255424,5,4,4,2,1,3,1,3,2,2,78,86,78,44.09735126,14.37898608,121,86,101,69,15,THEORY,BACKEND,BDD,intermediate_backend
David James,13456216,16,30,65,9.131899868,11.79084775,8,5,4,2,1,1,0,5,1,2,65,76,81,29.70945607,49.66816964,120,248,405,31,80,PRACTICE,FRONTEND,IA,intermediate_frontend
Arlene Lucero,9289531,42,49,3,32.4304052,14.60380618,2,2,3,2,0,9,0,6,2,1,79,73,62,71.95458969,22.96358848,20,104,19,253,94,THEORY,BACKEND,BDD,intermediate_backend
Bonnie Kelly,29855531,4,49,62,3.712034967,31.55224404,3,4,2,1,2,2,6,5,2,2,54,75,68,10.77139107,19.34413276,16,74,432,31,260,PRACTICE,FRONTEND,IA,intermediate_frontend
John Andrews,40835455,70,73,42,18.27890011,7.38493851,5,7,4,0,0,5,5,3,0,1,43,74,45,36.07312283,0.377004168,693,249,178,30,52,PRACTICE,BACKEND,BDD,intermediate_backend
James Bundy,38838567,36,76,52,12.05485024,36.33555233,5,3,2,2,1,3,5,5,2,2,56,75,74,3.364503293,63.2893326,177,571,435,18,225,PRACTICE,BACKEND,IA,intermediate_backend
Phillip Mcintosh,18061715,60,56,69,27.85598522,18.72946965,2,6,6,2,0,1,3,4,0,1,63,80,82,54.01024127,21.74374825,505,469,69,62,97,PRACTICE,FRONTEND,BDD,intermediate_frontend
Joseph Gordon,44639249,49,67,0,45.43156705,59.23724354,7,6,3,1,1,6,10,0,2,2,60,66,52,54.17542472,20.27194386,36,439,0,438,333,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Robert Fritch,36022935,52,63,31,46.87211655,4.624961895,4,2,3,0,2,4,6,1,2,1,78,81,69,61.60530998,80.51092253,448,397,168,195,46,PRACTICE,BACKEND,BDD,intermediate_backend
Joseph Malton,92878796,30,38,58,2.696348403,31.52841247,4,3,5,0,1,3,0,3,0,0,39,60,66,10.80789951,28.71795324,55,21,565,6,90,THEORY,FRONTEND,IA,intermediate_frontend
Nathan Anderson,23831342,70,42,31,9.235087803,7.042580014,4,2,5,0,2,5,7,8,0,1,60,69,68,6.846980985,37.04546741,535,322,155,44,25,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Elaine Barker,67923208,28,33,32,13.87425697,2.923062778,2,0,3,2,1,6,3,6,2,1,87,91,79,43.57458785,5.364395276,163,250,133,25,6,PRACTICE,BACKEND,BDD,intermediate_backend
Dennis Nicholson,21651581,48,0,45,5.117725095,0,3,5,5,1,0,0,5,2,1,2,51,70,32,33.9570701,35.55471433,377,0,142,21,0,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Elizabeth Segovia,66194162,7,43,21,2.419066113,4.414078227,2,3,3,2,0,2,7,3,1,2,76,76,94,62.25912142,32.36268951,22,243,145,3,10,PRACTICE,BACKEND,BDD,intermediate_backend
Tameka Vy,73991030,17,28,63,2.52255143,14.58755055,0,3,3,1,1,2,6,1,0,0,68,51,60,34.4027566,44.37739303,153,113,290,19,46,THEORY,FRONTEND,IA,intermediate_frontend
Brenda Baker,40189169,68,63,50,43.25074415,62.25754203,3,0,2,1,1,8,5,5,0,0,61,60,78,33.34599993,31.37286268,128,185,228,212,87,THEORY,DATASCIENCE,IA,intermediate_datascience
Stephen Chapman,56956962,31,37,34,29.43435838,1.270112021,0,6,4,2,0,7,6,2,2,2,69,62,75,64.58830814,53.88976362,295,338,222,155,11,PRACTICE,FRONTEND,BDD,intermediate_frontend
Alla Ford,79320162,83,70,49,82.72890293,32.27898445,7,2,6,1,0,5,4,3,1,0,67,35,80,3.201190462,26.41843311,558,502,311,75,193,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Joyce Butler,92783886,44,37,15,16.51060983,14.28460218,5,5,8,1,1,2,5,9,1,0,60,90,51,19.13650652,1.13592655,123,244,75,89,130,PRACTICE,BACKEND,BDD,intermediate_backend
Angela Heikes,14488008,3,71,47,1.797037911,24.11205541,4,2,5,1,1,7,1,4,2,0,78,67,71,34.1767854,65.19359116,12,420,70,2,230,PRACTICE,BACKEND,IA,intermediate_backend
Nathan Hilton,5838916,60,14,47,51.37605921,4.646090546,4,6,7,0,0,3,4,0,1,1,53,72,80,33.89407008,5.27216307,468,107,305,283,34,PRACTICE,FRONTEND,BDD,intermediate_frontend
Carla Rhodarmer,48444648,0,8,18,0,7.160102053,0,0,8,0,2,3,6,1,2,1,55,46,62,5.227546093,1.609687494,0,27,116,0,6,THEORY,FRONTEND,IA,intermediate_frontend
Nannette Hazan,69946120,24,63,40,16.54954587,1.195497463,5,6,5,0,2,4,4,2,2,0,58,87,78,50.74162951,26.97998549,230,105,223,118,0,THEORY,BACKEND,BDD,intermediate_backend
Robert Major,94960418,42,22,42,17.17143379,17.04816052,5,4,3,0,2,4,4,1,0,0,55,48,51,17.40244737,20.36308527,37,76,389,134,66,PRACTICE,DATASCIENCE,IA,intermediate_datascience
Patricia Payton,34513231,22,47,44,4.535215526,11.8878594,3,3,2,2,2,7,3,4,2,2,72,79,77,13.32503358,17.64044586,33,269,156,18,66,THEORY,BACKEND,IA,intermediate_backend
Mary Worley,71628747,24,31,15,9.66608685,11.88216084,9,6,6,2,0,3,1,5,1,0,89,71,80,52.64501624,35.3007958,227,29,112,53,90,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Dorothy Dorsey,85134993,23,26,74,1.7470866,10.92389773,3,2,4,2,1,5,3,4,1,0,82,90,79,11.52527157,87.11391177,189,207,499,15,50,PRACTICE,FRONTEND,IA,intermediate_frontend
Barry Hardison,85589817,60,43,0,41.72442892,13.10346543,4,6,2,0,2,3,4,6,2,0,64.93900101,63,53,21.4337818,34.99369429,275,414,0,350,123,PRACTICE,DATASCIENCE,BDD,intermediate_datascience
Carlos Combs,49459310,69,50,20,17.43924414,4.677943092,5,4,5,2,0,4,6,3,0,1,53,43,57,45.67868358,4.806031821,276,116,179,165,38,THEORY,DATASCIENCE,BDD,intermediate_datascience
Marco Wilford,55192355,11,44,22,3.425462095,5.030557348,3,4,5,0,2,2,5,2,1,2,36,56,79,28.41662067,51.06556525,83,185,86,9,9,THEORY,FRONTEND,IA,intermediate_frontend
Theresa Soto,17179412,51,53,62,6.17514621,15.80094958,4,4,4,0,1,4,5,3,0,0,48,88,77,13.49004188,9.681004173,358,314,478,38,53,PRACTICE,BACKEND,IA,intermediate_backend
Melissa Depedro,21427837,24,39,7,20.75181873,32.05055306,4,3,2,1,0,8,0,4,2,2,74,69,86,31.05910864,31.56665092,161,301,8,114,131,PRACTICE,BACKEND,IA,intermediate_backend
William Emanuele,30997141,19,8,39,9.375441306,1.077021222,3,2,3,1,1,5,4,5,2,1,96,70,66,48.73790936,32.32101659,18,45,109,89,0,THEORY,DATASCIENCE,BDD,intermediate_datascience
Brenda Moses,72182906,33,30,5,18.88084697,22.27919499,7,7,9,0,1,0,3,9,1,2,73,90,54,41.39208769,65.53851147,87,202,4,51,140,THEORY,BACKEND,FRONTEND,intermediate_backend
Melvin Smith,11870125,47,65,25,26.76333611,18.77653241,6,4,5,1,0,6,3,3,1,2,57,52,75,17.12356647,35.34413355,40,172,172,32,138,THEORY,BACKEND,IA,intermediate_backend
Alexander Kimmes,31272341,20,31,61,8.209862291,27.38741299,1,6,3,1,1,1,7,0,0,2,82,53,58,43.7962069,32.67306325,0,119,416,6,224,PRACTICE,FRONTEND,IA,intermediate_frontend
Julia Jennings,23794290,36,46,51,6.931076956,19.70310987,4,5,4,1,1,1,1,4,2,1,53,59,80,40.98231218,37.55629158,103,55,432,52,118,THEORY,FRONTEND,IA,intermediate_frontend
Seth Adams,13659487,38,46,20,28.31504444,7.899272412,6,3,5,1,2,6,5,4,0,2,60,67,61,41.15887043,50.9531008,16,230,61,41,47,THEORY,BACKEND,BDD,intermediate_backend
Ricky Powell,28234627,13,51,6,1.65173145,50.27806696,1,3,2,2,1,1,5,3,1,0,90,61,53,85.58505027,10.5072066,124,414,11,13,353,PRACTICE,BACKEND,FRONTEND,intermediate_backend
Debra Morgan,51913340,20,46,24,2.077475806,8.125187885,3,2,5,1,1,6,1,6,1,0,79,78,79,18.85308474,76.15609893,161,258,94,4,9,PRACTICE,BACKEND,IA,intermediate_backend
Charles Solomon,5561550,0,15,34,0,8.514297318,2,6,1,0,1,2,6,4,0,0,88,75,82,59.68479314,40.922319,0,39,51,0,24,THEORY,FRONTEND,BDD,intermediate_frontend
Jacqueline Enck,98161392,52,51,31,10.85952506,29.03361038,2,2,4,1,2,6,7,7,2,1,55,77,55,52.23301696,55.55595442,401,482,101,93,270,PRACTICE,BACKEND,IA,intermediate_backend
