NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
Michael Gracey,15789193,61,43,41,4,1,5,3,6,5,53,56,74,advanced_data_science
Miles Lachance,26514812,44,45,16,4,3,8,3,4,8,68,83,50,advanced_backend
Robert Turner,88742480,12,61,64,5,3,4,4,7,5,69,72,60,advanced_front_end
Chase Aguilar,92902559,50,54,63,5,2,2,1,6,7,29,70,77,beginner_backend
Janette Taylor,31368034,49,54,10,5,3,4,6,8,4,53,76,71,advanced_data_science
Henry Watson,93949533,38,31,56,1,3,4,3,5,3,64,64,66,beginner_data_science
Sonya Mcdaniel,96883416,19,48,3,3,0,0,0,7,1,84,59,49,beginner_front_end
William Derita,80677423,73,73,48,6,0,3,10,2,6,53,100,95,beginner_backend
Vivien Friesen,35980096,48,44,11,6,6,3,4,4,7,82,71,57,beginner_front_end
John Jones,39403567,66,35,6,3,4,4,3,6,6,52,81,62,advanced_backend
Daniel Fuller,71938335,29,29,43,4,5,1,4,5,2,82,74,60,beginner_front_end
Diane Gregory,56053683,26,23,65,3,3,3,5,2,4,55,79,68,beginner_data_science
Daniel Ashley,63032989,50,50,59,5,1,0,7,7,3,66,82,100,beginner_backend
Doris Thompson,1164548,21,96,17,5,3,6,3,8,2,63,64,66,advanced_data_science
Yolanda Beverly,17798338,0,15,45,5,0,4,1,2,4,74,70,70,beginner_data_science
Jeffrey Overy,14334871,61,42,32,8,2,6,3,7,2,57,69,63,advanced_data_science
William Lopez,14530603,66,47,19,6,3,8,6,7,3,31,72,53,advanced_data_science
Eleanor Taylor,44577299,67,27,49,7,4,3,3,0,2,68,62,100,advanced_data_science
Vikki Milton,81049938,12,44,74,4,3,2,1,6,4,68,76,65,advanced_front_end
Timothy Beeman,15088374,58,50,8,3,5,3,3,2,2,67,73,52,beginner_front_end
Fay Slaughter,42678191,22,78,65,1,5,1,4,5,2,53,68,63,advanced_front_end
Antonia Redman,86439156,72,58,54,3,3,6,2,4,5,62,55,86,advanced_data_science
Daniel Tedder,70479221,43,86,71,4,4,1,4,4,2,64,64,69,advanced_front_end
Miriam Rhew,45405567,47,41,51,3,3,6,0,5,3,59,72,77,advanced_data_science
Joseph Jeffries,82002367,39,78,36,4,4,6,5,2,4,53,65,61,advanced_backend
Kimberly Delrosario,99444982,47,62,34,4,3,5,2,5,4,61,72,87,advanced_data_science
Alexander Jones,33657597,50,0,65,3,3,3,0,5,4,54,77,60,advanced_front_end
Jenifer Inman,92982487,45,40,41,1,2,6,5,4,1,42,61,59,beginner_data_science
Jonathan Wright,17301587,25,30,58,6,3,3,0,0,6,63,54,74,beginner_data_science
Toby Oglesby,90456315,35,90,82,3,2,2,4,5,0,84,47,71,advanced_front_end
Robert Florens,84040813,42,62,37,3,3,3,4,6,5,59,54,72,advanced_data_science
Renee Diliberto,24973766,28,13,74,2,1,3,2,4,5,81,82,69,beginner_data_science
Brian Shin,56664880,49,60,50,6,1,9,3,6,11,79,66,70,advanced_backend
Christopher Labbe,72072577,34,39,63,1,1,0,0,6,0,66,32,67.1104446,beginner_front_end
Andrew Deel,14336468,30,34,21,3,6,1,2,5,5,36,100,72,advanced_front_end
Bill Schreiber,27824210,21,43,13,1,3,0,1,8,3,95,51,46,beginner_front_end
Julio Smith,85778524,36,50,27,9,0,8,5,5,3,89,51,60,advanced_backend
Diane Mozingo,34376375,19,34,18,3,2,7,6,4,3,59,58,54,beginner_backend
Doris Rodriguez,15079069,33,53,48,0,5,3,3,8,2,55,51,43,advanced_data_science
Lee Daniel,38508532,0,55,76,4,4,0,0,6,3,53,80,62,advanced_front_end
Blanche Bailey,41679359,10,43,68,1,0,5,0,6,4,42,51,39,advanced_front_end
Eric Judd,34575796,67,16,64,2,7,3,6,7,2,60,60,70,beginner_front_end
Harry Drane,91425789,29,62,48,3,6,5,6,5,3,75,69,60,advanced_front_end
Anthony Bickerstaff,19656864,55,56,0,8,3,6,3,4,1,66,72,84,advanced_data_science
Barbara Johnson,45727599,61,42,25,1,1,2,2,4,1,64,32,42,beginner_front_end
Brandi Yeager,48488017,10,36,0,6,5,6,7,0,5,87,73,61,advanced_backend
Genevieve Betts,80242135,68,19,44,4,8,4,4,7,2,64,80,76,beginner_front_end
Everett Yenz,16252666,11,19,42,0,6,3,2,7,2,59,71,61,advanced_front_end
Linda Booth,6637673,16,42,11,2,4,5,2,4,4,68,62,65,beginner_backend
Lynn Vaccaro,54552247,36,69,11,8,4,5,6,4,3,53,86,94,advanced_data_science
Peter Vaughan,11612842,32,59,15,5,1,6,1,5,4,66,54,77,advanced_data_science
Charlotte Mason,90018168,18,35,12,4,3,9,0,2,3,31,79,93,beginner_data_science
Susan Woodward,57120855,15,17,47,5,7,4,5,7,1,80,74,78,beginner_backend
Darwin Lane,8009537,81,76,29,4,0,1,6,4,2,54,78,76,beginner_backend
Cynthia Todd,880633,37.56529571,31,37,3,4,1,5,2,3,43,50,71,beginner_data_science
John Morris,47946845,40,18,42,3,6,3,0,4,0,63,62,63,beginner_front_end
John Marshall,22085094,57,79,45,5,6,4,4,2,2,89,65,57,advanced_front_end
Karen Thomas,9344559,35,67,22,6,3,7,5,0,3,72,61,55,advanced_backend
Vivian Scott,59565692,51,23,64,4,3,3,7,5,2,73,74,66,beginner_data_science
Mary Poling,56932993,43,62,48,5,2,5,5,1,3,60,44,84,advanced_data_science
Louise Martin,41352280,87,36,37,3,6,5,3,4,0,51,73,66,beginner_front_end
Nathan Rhoades,3683876,29,18,21,0,5,4,2,6,1,81,64,71,beginner_front_end
Jeffrey Grantham,16621538,35,54,48,5,6,4,0,3,3,54,88,29,advanced_front_end
Herbert Barrett,17342823,19,50,30,2,10,3,3,3,0,54,72,30,advanced_front_end
Darleen Pledger,59782185,42,39,17,2,2,4,6,1,7,85,83,66,advanced_backend
Cynthia Loper,29960522,53,66,20,4,2,6,2,6,3,62,42,70,advanced_data_science
Donald Ward,18866697,60,39,14,5,2,6,5,5,5,57,74,48,advanced_backend
Pauline Hampton,17713986,22,59,18,0,2,7,0,6,1,64.93900101,68,49,beginner_backend
George Walton,84984295,60,36,59,4,4,2,4,4,3,79,68,71,beginner_data_science
Jeffrey Arwood,96860683,39,67,18,4,5,2,1,6,2,74,70,62,beginner_backend
Kevin Seligman,33314328,14,27,29,3,8,5,5,5,5,72,82,79,beginner_backend
Maryellen Thomas,66974838,19,30,57,2,1,0,4,1,0,72,65,67.1104446,beginner_front_end
Maria Strickland,60378222,31,47,0,1,3,0,0,3,1,85,69,42,beginner_front_end
Joann Barton,90473305,34,49,27,6,2,8,3,3,9,83,76,69,advanced_backend
Justin Brennan,30421465,21,0,80,1,0,5,7,4,1,49,67,45,beginner_data_science
Roger Campbell,10207866,73,12,27,5,4,4,1,4,2,59,70,71,advanced_data_science
Timothy Swift,91005047,65,72,56,0,1,3,8,3,10,83,61,71,advanced_backend
William Adams,11073313,62,48,22,3,4,1,6,2,4,65,71,75,advanced_backend
Jaime Frank,79107258,29,42,24,4,4,4,2,7,3,85,71,62,beginner_front_end
Ronald Heagney,23144653,35,53,37,5,5,2,3,6,5,37,86,57,advanced_front_end
Kenneth Wight,32640873,39,30,45,4,5,2,1,6,3,31,77,45,advanced_front_end
Andrew Campbell,23849416,13,39,29,4,6,2,2,5,5,80,86,75,beginner_backend
Jesus Barham,12228942,48,79,41,6,5,4,6,5,1,54,63,68,advanced_data_science
John Wheeless,9379274,39,70,72,1,3,3,7,3,5,55,36,75,advanced_data_science
James Bombard,336021,0,26,44,2,2,3,2,4,3,76,73,68,beginner_backend
Robert Williams,42354737,0,19,17,3,6,5,2,2,5,100,90,69,beginner_backend
Tricia Adams,35273573,26,43,83,4,1,8,5,1,3,60,79,57,beginner_data_science
Judy Estrada,73017601,53,38,22,4,2,6,1,4,6,80,100,45,advanced_backend
Cathy Rhen,77077623,64,60,42,1,3,5,4,5,11,63,83,64,advanced_backend
Michael Skidgel,38782033,0,42,18,6,0,8,8,0,5,93,67.18730557,61,advanced_backend
Dustin Wages,22040023,29,50,41,0,0,2,10,2,8,74,83,71,advanced_backend
Donna Trevethan,7182580,40,27,49,0,1,2,3,6,5,51,58,87,advanced_front_end
Logan Schellhase,15474301,54,31,25,1,5,3,6,6,5,54,79,86,advanced_front_end
Daniel Doughty,97582470,31,36,73,3,4,5,2,5,2,66,65,39,advanced_front_end
Kerry Spahr,95560227,19,15,31,3,5,3,4,3,2,47,55,72,beginner_data_science
Jane Johnson,46939650,41,64,72,3,4,3,6,6,1,90,50,80,advanced_front_end
Christopher Epp,66792195,18,73,47,2,9,2,3,3,0,54,66,33,advanced_front_end
Christopher Draper,75153469,54,35,21,4,10,6,4,6,2,75,78,74,beginner_front_end
Tyler Cooks,55761139,1,65,52,4,7,2,4,5,3,55,84,58,advanced_front_end
Glenn Mcabee,16192043,21,40,62,6,6,0,0,9,2,54,53,97,beginner_backend
Dennis Owens,46663359,48,19,30,1,5,3,4,8,4,76,54,68,beginner_front_end
Alison Miller,33429461,57,37,39,2,8,4,7,7,5,70,72,69,beginner_front_end
Judith Weaver,96375623,26,18,40,3,0,4,3,3,3,49,49,58,beginner_data_science
Stephen Clemente,36601987,34,43,56,4,3,7,2,3,2,58,62,59,beginner_data_science
Mark Michael,18348855,69,71,28,4,0,2,6,4,5,48,68,70,beginner_backend
John Meeks,87345195,52,79,13,5,1,7,4,8,5,56,77,67,advanced_data_science
Tracey Shaw,18761427,53,92,23,6,9,3,7,2,4,72,85,78,advanced_front_end
Mona Munger,65247650,12,49,20,1,4,4,4,3,3,99,79,56,beginner_backend
Dora White,49907550,23,24,22,3,2,0,2,5,6,78,64,52,beginner_front_end
Billy Kirby,27978231,38,51,23,2,7,4,5,4,4,69,89,68,advanced_front_end
Martha Sanchez,33213856,90,0,50,1,5,5,6,6,1,50,64,81,beginner_front_end
Jacqueline Danforth,22955595,0,46,21,3,0,0,1,5,4,95,34,30,beginner_front_end
Daniel Greene,5276023,32,30,41,4,3,1,1,1,5,55,65,79,beginner_data_science
Jeffrey Rodriguez,11472076,18,44,33,5,2,6,5,4,7,79,71,76,advanced_backend
Carlyn Flores,79128124,77,37,51,2,8,5,2,4,1,52,59,58,beginner_front_end
Bruce Weingarten,18906947,68,73,45,7,4,3,8,5,3,53,50,83,advanced_data_science
Florence Mittler,50930774,72,58,31,3,8,3,3,4,4,62,60,47,beginner_front_end
Raymond Jefferson,22466951,25,86,5,4,0,1,3,0,6,62,67.18730557,78,beginner_backend
Robert Cox,78555718,43,43,27,5,3,4,5,5,4,63,56,68,beginner_backend
Sandra Shipp,19123182,56,31,1,2,3,2,2,3,4,73,45,48,beginner_front_end
Frances Pulver,17236912,0,31,30,4,5,2,0,8,0,84,58,80,beginner_backend
Anthony Feldmann,60433863,34,73,24,5,1,1,4,3,4,59,77,77,beginner_backend
Rudy Martin,56371840,18,35,16,6,5,5,3,1,4,77,76,82,advanced_backend
Justin Miller,17781782,40,34,38,4,2,9,1,3,4,43,54,51,advanced_data_science
Norma Shepherd,96312186,26,54,21,2,6,6,3,2,7,81,86,62,beginner_backend
Larry Yates,78887229,50,51,17,4,4,5,3,0,3,56,57,93,advanced_data_science
Robert Boyer,77305543,22,29,43,1,0,0,11,4,7,77,93,83,advanced_backend
Janice Heflin,76794050,50,24,68,4,1,2,1,5,0,60,42,60,beginner_front_end
Thomas Fulton,98629646,18,54,28,3,3,6,2,6,4,60,64,74,advanced_data_science
Joey Vagliardo,89908078,27,41,59,3,5,6,5,6,3,92,67,60,advanced_front_end
George Cincotta,94332480,31,38,15,8,2,8,5,2,4,82,59,75,advanced_backend
Shirley Voorhies,80315141,43,79,11,2,0,3,0,6,1,61,61,67,beginner_backend
John Lopez,21948536,45,60,65,3,5,1,3,4,3,63,43,39,beginner_front_end
Maureen Moneypenny,71086172,3,65,61,4,4,4,3,6,5,55,73,52,advanced_front_end
Shirley Mccann,47609197,16,58,49,4,2,3,5,0,4,93,81,90,advanced_backend
Paul Buck,51376309,13,26,0,2,3,3,1,8,4,96,70,66,beginner_front_end
Eugenia Taylor,44336173,1,32,13,3,5,8,0,4,4,62,51,88,beginner_data_science
Gene Fitzpatrick,28096021,0,6,40,0,4,0,3,5,4,93,78,81,beginner_backend
Bernice Donnelly,36127228,52,37,19,6,4,4,7,8,3,37,54,52,advanced_data_science
Vera Denard,61531668,15,37,6,2,5,6,2,4,5,81,65,61,beginner_backend
Regina Morton,57082668,93,26,24,4,9,0,4,3,1,46,84,69,advanced_front_end
Diane Furey,19573531,36,38,34,4,1,7,0,2,5,55,63,87,advanced_data_science
Eddie Bolden,4543222,35,42,39,1,5,6,2,5,2,67,70,75,beginner_data_science
Vernice Morin,77834047,32,25,10,4,6,1,4,3,3.367830486,86,74,58,beginner_front_end
Collin Bell,73781826,72,11,25,1,2,2,3,1,0,53,45,55,beginner_front_end
Donita Curry,89329154,8,0,51,2,0,4,6,2,3,56,50,43,beginner_data_science
Alberto Gongalves,53470813,46,69,67,4,0,7,3,3,7,88,71,80,advanced_backend
Sharon Kanzenbach,38761069,0,66,63,3,3,5,1,6,5,69,79,49,advanced_front_end
Laura Martin,64471731,95,15,24,1,7,9,2,6,2,55,31,65,beginner_front_end
Silva Hunt,91257807,47,71,43,7,4,6,3,5,4,54,77,35,advanced_front_end
Charles Cleary,15348791,23,59,14,7,6,1,8,1,0,67,52,64,advanced_backend
Ruth Givens,20831582,39,33,55,4,4,1,1,4,3,60,89,70,advanced_front_end
Doris Story,83265246,0,32,1,1,6,11,2,2,4,95,90,50,beginner_backend
Danny Fitzpatrick,17152183,46,61,21,5,1,8,3,10,6,43,66,64,advanced_data_science
Laura Colletti,97954732,33,34,21,5,1,6,0,5,3,65,77,80,advanced_data_science
Marianna Boshart,95778126,57,21,24,2,3,6,2,6,1,71,50,68,beginner_front_end
Alice Newton,40289769,59,22,66,3,5,5,3,1,1,54,76,79,advanced_data_science
Judy Biddix,82077163,14,18,57,3,0,9,6,2,1,53,85,53,beginner_data_science
Carson Jeanbaptiste,16788907,47,19,63,2,5,3,3,5,3,44,61,52,advanced_data_science
Judith Payne,11772159,23,33,49,0,6,4,3,6,1,46,64,42,advanced_front_end
Kimberly Woods,65345312,23,41,29,7,2,6,4,4,4,75,73,76,advanced_backend
Barbara Anderson,41019124,32,12,76,3,0,6,4,2,3,50,82,65,beginner_data_science
Mercedes Sutton,89035601,37,47,51,5,5,3,5,3,3,57,69,70,beginner_data_science
Nancy Bronson,29055739,30,50,49,4,6,1,5,6,4,82,76,57,beginner_front_end
Elida Turner,77838123,62,15,45,2,5,2,1,5,2,31,67,54,advanced_front_end
Brandon Miller,83817205,28,14,31,2,3,3,4,2,4,71,74,75,beginner_data_science
Diane Tait,28364871,13,9,35,2,0,4,2,4,3,45,58,73,beginner_data_science
Alvin Elizondo,86001784,21,31,20,4,0,8,0,0,2,75,67.18730557,85,advanced_data_science
Roger Diaz,85664701,26,23,55,3,3,4,1,5,3,54,61,49,advanced_front_end
Mary Nails,35856688,35,56,44,6,4,2,0,1,6,65,62,80,beginner_data_science
Juli Redmond,59137723,36,47,61,1,0,6,4,6,1,59,80,71,beginner_backend
Tim Garland,99106571,37,30,30,4,4,7,4,5,5,64,73,51,advanced_front_end
Allen Kowalcyk,96531570,59,56,22,2,6,4,1,8,4,81,43,46,beginner_front_end
Dottie Sines,81690179,53,47,42,1,0,2,4,3,7,53,68,73,beginner_backend
Thomas Husar,39447812,18,73,61,4,2,3,6,2,4,78,62,84,advanced_backend
Melissa Schmidt,60352216,30,54,47,5,5,3,3,1,1,70,54,85,advanced_data_science
Sheila Price,35698331,14,0,41,3,4,4.048091374,5,3,3,77,65,56,beginner_data_science
Raymond Denham,94176946,32,42,13,4,5,1,8,4,2,57,78,45,advanced_backend
Barbara Jenkins,66467671,35,91,37,5,9,4,7,3,0,86,56,53,advanced_front_end
Roberta Sappington,2036853,44,76,25,3,2,4,4,2,5,72,90,78,beginner_backend
Renee Sommers,20856075,36,42,22,4,2,6,0,6,2,69,53,61,advanced_data_science
Ethel Chance,58430633,31,17,31,0,6,7,3,6,1,63,75,91,beginner_data_science
Juan Martelli,19337746,30,36,27,5,5,5,4,8,4,91,61,66,beginner_front_end
Kathy Redfox,78764124,30,42,37,4,3,1,4,8,0,66,62,77,beginner_backend
Jack Seymour,89326489,25,30,67,5,4,4,0,5,4,46,82,31,advanced_front_end
Christine Hills,29485985,16,53,24,8,7,6,6,4,6,58,57,66,advanced_backend
Cora Story,65744383,22,48,47,4,2,5,5,6,9,74,82,71,advanced_backend
Glenda Baskin,50362925,80,33,39,5,9,6,5,3,5,57,63,61,beginner_front_end
Donald Kenkel,91262820,50,59,36,3,5,3,0,3,5,50,59,92,beginner_data_science
Rosie Kneser,52506390,56,23,46,6,3,4,1,1,1,67,42,70,advanced_data_science
Andrea Glover,90889587,23,48,37,2,5,7,0,0,5,40,78,94,beginner_data_science
Lawanda Milne,46840248,49,47,20,1,7,1,3,6,3,80,75,55,beginner_front_end
Daniel Leiber,81993917,27,53,24,3,5,5,0,4,3,49,37,73,beginner_data_science
Hector Lee,36280441,43,37,57,4,6,4,1,4,1,58,68,27,advanced_front_end
Debra Flynn,77967138,3,5,47,2,4,7,2,1,3,65,85,80,beginner_data_science
Michael Smith,4867023,63,21,43,7,4,6,2,2,3,41,72,75,advanced_backend
Gertrude Mcclary,11645086,59,48,14,2,3,3,8,3,8,65,71,60,advanced_backend
Tracy Iannone,27784056,60,67,27,5,3,4,6,3,5,51,55,100,advanced_data_science
Raul Lowder,52987750,6,64,54,2,8,2,6,6,2,55,75,60,advanced_front_end
Harriet Pittman,50338964,6,0,29,1,3,4,2,4,3,71,74,80,beginner_data_science
Jean Holland,52459945,47,65,40,2,3,0,7,3,2,54,63,81,advanced_backend
Harold Krebs,68429941,9,71,38,3,3,5,5,0,4,77,78,71,advanced_backend
Leslie Hogan,20923353,42,63,61,7,3,6,3,7,6,65,66,65,advanced_backend
Candace Keim,37997862,24,21,32,3,0,4,5,2,3,47,52,55,beginner_data_science
Joyce Easterling,1655887,23,59,36,2,3,3,7,2,7,67,78,78,advanced_backend
Rosemary Wuertz,7167140,57,74,38,3,8,3,7,4,1,75,72,71,advanced_front_end
Martha Green,76555579,21,50,19,3,1,1,5,3,5,77,88,85,beginner_backend
Karla Jackson,20086302,27,65,43,3,5,2,6,6,5,61,78,82,advanced_front_end
Terry Marks,26906219,96,95,106,6,6,4,2,3,4,49,98,80,beginner_data_science
Jackie Carlson,95457938,45,49,26,6,3,3,3,2,2,75,53,94,advanced_data_science
Frances Holland,62096117,0,0,32,1,6,2,1,7,2,100,79,76,beginner_backend
Merle Todd,76259248,12,45,61,3,3,4,1,7,4,38,68,41,advanced_front_end
Jill Munoz,97604282,47,38,0,4,6,3,0,3,3,72,72,60,beginner_front_end
Edward Holt,97645862,21,55,36,4,1,5,7,2,5,80,73,67,advanced_backend
Olivia Gunter,91187295,16,57,45,1,4,4.048091374,2,5,4,74,58,82,advanced_data_science
Michael Stien,32352453,49,26,14,8,6,5,2,5,5,69,72,76,advanced_backend
Donna Herrera,73075280,65,72,64,7,4,4,4,7,2,46,82,86,beginner_backend
Michael Carnahan,41946446,41,45,29,3,7,4,4,9,4,87,46,59,beginner_front_end
Lorenza Hicks,38656994,29,52,32,5,2,5,6,5,5,69,60,70,advanced_backend
Willis Lasley,75612466,49,53,39,0,1,2,6,2,8,73,87,86,advanced_backend
Arturo Mesich,86505944,1,17,59,3,1,10,0,0,4,43,55,68,beginner_data_science
Kathy Galvez,73824040,0,20,16,1,3,8,5,4,1,61,64,69,beginner_data_science
Douglas Eldreth,65072581,21,43,57,3,3,1,0,6,4,51,66,63,beginner_backend
Mary Gookin,83335695,40,37,74,3,2,3,0,3,5,77,72,73,beginner_data_science
Mario Hunter,78206777,12,48,17,5,7,1,3,2,4,99,83,72,beginner_backend
Wanda Dixon,32721697,47,51,57,4,4,3,2,4,4,52,77,56,advanced_front_end
Jon Desorcy,31627655,68,34,25,3,5,4,2,8,2,68,54,59,beginner_front_end
Margaret Baker,94201427,0,91,75,2,2,4,6,7,4,75,46,70,advanced_front_end
Raymond Beauchamp,617899,41,44,18,6,6,6,1,3,6,72,81,64,advanced_backend
Ariel Hansen,81414816,25,61,13,2,1,4,1,4,5,60,81,71,beginner_backend
Ericka Youssefi,31920003,0,0,35,0,5,4,1,7,2,86,40,46,beginner_backend
Thomas Williamson,88039287,68,24,15,3,6,6,3,5,2,67,57,64,beginner_front_end
Brenda Camacho,87756611,0,56,60,4,6,2,3,6,3,71,72,65,advanced_front_end
Vincent Morley,39483067,7,83,78,5,4,3,4,6,4,72,75,63,advanced_front_end
Betty Reiber,53503304,33,63,64,7,1,7,2,6,6,77,65,79,advanced_backend
Kathy Cairns,27807139,37,58,25,2,3,4,5,4,5,55,83,62,advanced_backend
Monique Starnes,45500520,44,35,66,2,3,4,6,3,2,35,67,58,beginner_data_science
Anthony Wilson,10091522,38,37,45,2,2,3,6,4,3,77,69,69,beginner_backend
Sandra Whitehead,19084190,44,46,67,4,3,3,4,5,3,76,82,71,beginner_data_science
Alma Cunningham,56176395,28,59,34,4,4,4,2,4,3,53,69,44,advanced_front_end
Daniel Leija,65032807,42,25,14,0,4,3,3,8,5,77,55,65,beginner_front_end
Marjorie Burton,50245827,64,47,0,3,7,2,7,0,4,57,65,68,advanced_backend
Margie Robinson,10679912,28,48,38,4,2,7,1,4,5,54,69,72,advanced_data_science
Barbara Higgins,56253065,74,58,64,3,7,0,5,4,4,60,70,74,beginner_data_science
Sylvia Dade,84947042,73,71,6,7,3,7,3,7,2,66,45,55,advanced_data_science
Rene Moore,95452316,0,0,22,0,5,2,0,9,0,64.93900101,50,60,beginner_backend
Elizabeth Brown,93224129,80,0,23,8,7,8,6,3,6,67,75,83,beginner_front_end
Stacey Bull,69572748,29,61,37,6,5,0,3,5,3,62,65,89,beginner_backend
Jimmy Mckissack,85311923,5,62,0,6,4,6,3,6,2,48,73,58,advanced_data_science
Timothy Conrad,74105406,17,66,80,2,0,6,5,2,7,98,87,85,advanced_backend
Janice Whitfield,56522064,0,88,48,1,7,5,7,7,4,73,72,59,advanced_front_end
Jaclyn Schaefer,46456772,61,33,42,3,5,4,5,6,0,49,56,37,advanced_data_science
Denise Lehman,80439322,1,0,0,0,1,5,6,7,2,91,63,68,beginner_data_science
Nellie George,59831716,12,91,60,2,4,4,5,5,1,74,65,51,advanced_front_end
Mauro Stelling,39302452,23,63,32,2,5,1,3,7,4,83,62,46,beginner_front_end
Susan Gray,64090661,29,65,31,5,7,1,1,3,4,17,91,36,advanced_front_end
Christopher Pathak,8081396,44,31,0,6,7,3,7,2,0,46,69,41,advanced_backend
Andrea Navarro,8294970,12,9,51,5,2,6,0,1,4,66,60,70,beginner_data_science
Billie Breitenbach,49879378,38,79,49,2,1,1,8,2,0,56,66,63,advanced_backend
Christine Abbott,83226177,50,51,54,7,6,2,4,10,0,56,56,85,beginner_backend
James Fernandez,74825102,27,21,45,3,3,4,1,5,1,72,65,68,beginner_front_end
Angelena Miller,17242044,29,0,58,1,2,7,1,5,2,74,49,43,advanced_front_end
Mario Richardson,17229201,54,62,43,6,1,8,2,2,5,54,59,91,advanced_data_science
Wayne Dillahunt,21694034,27,35,26,3,5,2,3,4,5,74,78,87,beginner_data_science
Robert Mingo,22860977,71,41,20,8,4,6,4,6,2,47,60,53,advanced_data_science
Ginger Mora,51044590,55,60,35,6,4,8,3,5,7,62,61,60,advanced_backend
Robert Lewis,10925571,16,52,0,7,3,6,0,4,0,73,57,67,advanced_data_science
Herbert Ewing,28121857,46,51,66,4,4,0,3,3,5,51,68,76,beginner_data_science
Stacy Thompson,82226932,38,32,27,3,2,2,7,3,7,79,84,82,advanced_backend
Mark Serasio,32321057,46,30,11,5,6,4,3,4,2,79,67,63,beginner_front_end
Barbara Corrigan,455247,44,34,63,3,4,0,2,4,6,74,58,77,beginner_data_science
Faye Flores,80089512,15,42,20,3,4,2,0,7,1,87,82,61,beginner_front_end
Lisa Cote,18490997,17,2,59,3,1,6,3,1,3,61,75,63,beginner_data_science
Steven Boch,57345705,31,53,26,2,8,6,4,3,2,74,76,41,advanced_front_end
Wayne Gibson,6353896,85,2,50,6,5,4,0,2,3,33,82,26,advanced_front_end
Jaime Griffin,76373059,7,3,61,0,0,8,4,4,2,36,77,59,beginner_data_science
Jason Flores,33173371,88,0,28,4,8,6,5,3,4,51,70,77,beginner_front_end
Timothy Dalessandro,91803490,0,84,70,2,6,3,6,6,1,84,66,65,advanced_front_end
Patricia Briggs,53628507,7,33,17,6,6,5,6,2,8,69,74,88,advanced_backend
Sara Bedford,89999870,103,27,57,7,2,5,4,1,2,56,36,74,advanced_data_science
Mohammed Waltz,80611873,88,54,25,8,2,8,3,7,2,52,43,47,advanced_data_science
Timothy Moses,67945288,40,43,37,3,6,0,2,4,2,50,82,69,advanced_front_end
John Okeeffe,59677680,41,55,49,5,3,3,2,7,0,67,66,76,beginner_backend
Carl Wells,35789780,34,11,55,3,2,5,5,4,3,81,95,72,beginner_data_science
Marie Engel,11341121,55,44,91,4,1,7,3,3,2,49,97,68,beginner_data_science
Ernest Gracia,97078304,78,54,30,1,1,3,7,4,6,64.93900101,74,49,advanced_backend
Jose Dietz,7797953,6,46,50,5,1,7,3,3,6,84,82,91,advanced_backend
Kevin Johnson,46506327,38,64,28,6,4,6,5,3,6,66,62,56,advanced_backend
Alexander Martinez,15241579,43,62,61,5,4,4,5,0,2,64.93900101,42,90,advanced_data_science
Walter Watson,26242886,17,43,62,3,4,3,2,7,6,40,90,55,advanced_front_end
Dean Crank,73812644,87,6,42,1,8,5,5,7,4,55,45,67,beginner_front_end
Ann Childers,70528240,99,56,0,3,3,2,6,2,0,50,59,53,advanced_backend
Noah Dorris,78822283,30,42,43,5,2,1,3,2,5,42,49,73,beginner_data_science
Bruce Young,38731036,46,72,68,5,3,6,5,3,3,48,71,52,beginner_data_science
Jason Pepper,47779862,66,50,33,6,1,7,4,5,6,48,68,81,advanced_data_science
Roger Williams,88413345,69,28,14,4,7,6,5,5,4,71,69,71,beginner_front_end
Charles Brunetto,51140540,37,0,35,1,1,0,3,6,3,76,51,62,beginner_front_end
Ralph Gifford,31619921,42,45,24,4,1,4,6,3,7,86,76,63,advanced_backend
Greg Stone,75183236,19,43,32,7,4,6,4,5,7,66,72,79,advanced_backend
Gail Woelfel,56375393,3,24,11,4,4,2,9,0,5,82,81,91,advanced_backend
Michael Clemons,50444631,31,20,56,2,5,3,1,8,3,67,49,76,beginner_backend
Gloria Colvin,48833106,45,59,19,5,5,3,5,7,2,62,57,62,advanced_data_science
Gloria Mccabe,38701523,34,48,43,2,3,4,0,8,0,80,59,63,beginner_backend
Luis Young,21664585,64,34,34,2,7,8,5,5,2,64.93900101,60,30,advanced_front_end
Peter Richardson,68840557,36,44,63,4,3,5,0,4,2,70,65,77,advanced_data_science
Ralph Mclellan,49372993,43,68,0,5,5,7,6,0,6,79,59,36,advanced_backend
Paul Hall,47065283,5,0,54,2,2,5,3,3,3,73,85,72,beginner_data_science
George Traver,89173555,40,71,48,5,8,1,4,3,1,76,84,64,advanced_front_end
Timothy Weinberg,46212551,13,76,49,4,7,3,3,5,4,83,70,50,beginner_front_end
Dustin Holmes,96526252,23,51,71,4,4,5,3,1,4,46,82,68,beginner_data_science
