NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Josephine Moore,5474825,21,25,64,15.97594548,2.72059755,2,2,5,1,0,3,4,2,0,1,51,77,66,40.52406314,0.765820406,intermediate_frontend,FRONTEND,BDD
James Dumais,20999122,22,4,36,0.348437561,0.475035215,2,1,2,1,1,4,2,4,0,1,66,69,74,36.18363655,65.75188859,intermediate_frontend,FRONTEND,IA
Brad Mills,8054661,62,72,87,34.5842278,22.34467541,7,4,1,1,0,0,0,7,1,2,51,68,81,17.83417894,1.827645784,intermediate_frontend,FRONTEND,BDD
Delmer Friday,6136573,12,77,20,4.553536567,2.898668166,4,4,5,1,1,9,1,3,2,0,51,61,48,38.94063652,56.74168047,intermediate_backend,BACKEND,IA
Charles Paduano,48731064,98,11,41,49.64189999,5.626374469,3,7,5,1,0,3,3,0,0,0,41,52,65,39.56051808,17.25771238,intermediate_datascience,DATASCIENCE,BDD
Linda Vasquez,15889523,27,34,37,15.1964164,7.267191127,2,2,2,1,1,4,4,3,0,1,48,52,60,12.42426544,29.64220383,intermediate_frontend,FRONTEND,IA
George Reed,10976306,35,72,21,10.96786931,37.39036618,6,4,6,2,1,4,5,3,1,0,57,65,71,20.07931097,32.51149284,intermediate_backend,BACKEND,IA
Amy Fergerson,60984631,42,41,58,12.39457213,5.771332967,2,6,0,0,1,3,5,1,1,0,64,62,78,18.77116353,19.07758905,intermediate_frontend,FRONTEND,BDD
Charlie Barkley,38619645,52,42,77,38.13689617,18.05400362,2,4,3,0,1,3,5,3,0,1,57,64,72,36.74395342,19.9566938,intermediate_frontend,FRONTEND,BDD
Patricia Averitt,58879004,82,85,29,71.44471303,50.82293296,4,0,4,2,2,7,4,4,2,0,49,78,74,35.48918433,10.5277959,intermediate_backend,BACKEND,BDD
Shirley Christensen,18762253,23,63,35,4.429377547,3.905996115,1,2,2,1,1,7,0,3,2,1,67,85,79,32.04975163,28.66592667,intermediate_backend,BACKEND,BDD
Lois Mogan,78849991,0,66,58,0,26.31745441,2,5,2,2,2,8,1,4,2,1,65,89,70,13.94739213,56.42016231,intermediate_backend,BACKEND,IA
Jamie Miller,32969084,30,16,69,26.93387419,4.840381136,7,7,2,2,2,6,7,4,1,2,77,85,76,24.73838715,50.30654047,intermediate_frontend,FRONTEND,IA
Salvatore Wanda,19715589,7,23,39,2.449268246,5.528275779,3,4,6,2,0,3,4.344120442,2,0,1,64.93900101,69,69,48.53172236,58.96412435,intermediate_frontend,FRONTEND,IA
Trent Smith,69095100,14,9,61,7.718443469,5.440811635,4,0,10,0,1,1,3,2,0,0,62,88,79,54.78672599,19.68812057,intermediate_frontend,FRONTEND,BDD
Tommy Munoz,7321310,33,78,0,11.86492377,45.90627489,5,6,2,2,0,0,7,1,1,0,83,58,59,42.16200721,9.371850837,intermediate_backend,BACKEND,IA
William Laird,3662217,57,44,5,7.170733172,27.75079149,7,4,8,1,0,1,4,1,2,1,54,72,68,13.4290761,57.92034016,intermediate_backend,BACKEND,IA
Roy Pannell,11842307,46,12,0,27.10925567,1.906592045,7,5,4,2,1,3,2,3,0,2,78,82,82,51.92129721,66.16808343,intermediate_datascience,DATASCIENCE,BDD
Lana Smith,43226136,39,58,32,20.48049322,16.5711362,4,5,2,0,1,3,5,4,2,1,38,89,58,24.29775151,64.83881552,intermediate_backend,BACKEND,IA
Marvin Clark,73367049,53,40,13,10.75865864,8.38715112,8,4,6,0,0,2,5,1,0,1,55,75,80,50.00866586,10.516751,intermediate_backend,BACKEND,BDD
Jason Morrison,5039650,19,27,35,8.585511848,14.59359733,3,3,6,1,0,2,3,4,1,2,73,72,71,20.80421551,64.68257181,intermediate_frontend,FRONTEND,IA
Wanda France,49084408,13,26,45,10.36031755,11.98770792,2,4,8,2,1,1,4,2,1,2,65,100,95,53.12911472,39.8365336,intermediate_frontend,FRONTEND,BDD
Brenda Oconnor,81695856,0,20,22,0,6.605874752,1,5,5,1,2,2,4,4,2,1,89,63,56,59.6874457,22.44832106,intermediate_datascience,DATASCIENCE,BDD
Cynthia Cooper,67502292,0,86,65,0,67.59727356,4,3,3,2,2,4,7,7,1,2,54,86,69,45.35823795,12.66629579,intermediate_backend,BACKEND,IA
Gary Williams,13445370,57,79,30,31.23722534,7.423925808,4,3,4,1,0,7,8,6,0,0,52,45,69,5.352517777,8.048339977,intermediate_backend,BACKEND,BDD
Peter Duncan,46521230,51,51,26,35.83965326,49.71973113,0,3,4,1,2,1,2,6,1,1,70,50,44,57.90552541,4.860861772,intermediate_datascience,DATASCIENCE,BDD
Frank Reiter,25815357,38,25,3,30.12272942,2.913601945,7,5,6,1,0,4,4,6,2,0,73,76,64,34.82520861,40.59847826,intermediate_datascience,DATASCIENCE,BDD
Marie Williams,7155065,14,46,35,8.807646101,35.56125738,2,7,3,0,1,1,6,0,1,2,100,77,71,77.45346795,29.1678411,intermediate_backend,BACKEND,BDD
Willie Scalf,43764169,59,53,27,9.006831708,19.51620003,4,5,3,0,0,4,2,3,0,0,67,62,49,16.29703142,9.371751716,intermediate_datascience,DATASCIENCE,IA
Kevin Hajdas,5306167,5,49,0,3.550866333,42.39784923,2,2,3,2,2,0,3,3,1,2,91,69,59,31.63757044,46.78215509,intermediate_backend,BACKEND,IA
Joe Vandre,2910938,21,0,7,14.22417877,0,0,4,5,0,2,0,5,5,0,1,64.93900101,71,98,26.93216874,23.16010346,intermediate_frontend,FRONTEND,BDD
Ronald George,83411333,2,50,49,0.048853766,18.73608551,5,7,3,1,2,3,5,5,2,2,62,94,57,34.1135604,63.53025105,intermediate_backend,BACKEND,IA
Jason Ferrera,65002021,37,43,79,15.2346637,14.42406648,6,4,3,0,1,1,0,5,0,1,59,60,67,30.11381944,47.98552204,intermediate_frontend,FRONTEND,IA
Roger Mackey,37816397,42,74,63,13.98391037,73.49362083,6,1,7,0,1,5,5,8,1,2,69,52,77,16.3207624,32.61673291,intermediate_frontend,FRONTEND,IA
Deborah Nasser,70388734,88,52,21,58.90826165,51.24854773,3,9,2,2,1,5,2,0,1,2,64,70,60,57.83384544,0.662165165,intermediate_datascience,DATASCIENCE,BDD
Clarence Boyd,8539865,45,57,9,9.726111554,10.81882564,4,3,2,1,2,0,7,5,2,0,77,51,41,72.72155059,14.45835905,intermediate_datascience,DATASCIENCE,BDD
Anthony Allen,71214406,16,47,6,9.453950768,29.60750715,4,5,3,0,1,2,7,6,1,0,100,54,52,23.72036354,1.380448671,intermediate_datascience,DATASCIENCE,BDD
Stephanie Cartier,32839601,41,14,38,37.44144443,7.497271879,5,3,6,0,1,0,4,2,2,1,55,78,64,21.50148385,27.86682378,intermediate_frontend,FRONTEND,BDD
James Sotelo,39337589,29,66,30,23.13626879,10.18865042,3,7,4,2,1,4,4,4,2,1,56,73,50,45.0609511,61.28001758,intermediate_backend,BACKEND,IA
Wanda Revilla,97295621,54,24,16,49.75871776,4.026712947,6,5,7,2,0,2,5,11,0,0,70,83,74,54.78743328,67.15824341,intermediate_datascience,DATASCIENCE,BDD
Gwendolyn Wagstaff,99111227,43,37,36,42.07575658,36.60231395,3,5,2,1,2,1,3,4,1,1,57,66,93,55.49898053,10.72661213,intermediate_frontend,FRONTEND,BDD
Luther Lott,23921430,31,33,40,0.330773937,14.94008979,4,7,3,2,2,0,4,2,0,1,52,78,35,49.26227648,52.7173352,intermediate_backend,BACKEND,IA
Robert Fischer,94774872,43,41,0,26.77787488,5.157852972,5,1,7,1,2,0,7,3,2,0,60,56,53,52.50105593,49.13422679,intermediate_datascience,DATASCIENCE,FRONTEND
Terri Ballantyne,39775680,22,86,45,9.082466751,18.47194333,4,4,3,1,1,5,4,4,2,2,73,72,82,42.82109851,62.23778016,intermediate_backend,BACKEND,IA
Brian Romano,29892984,25,25,65,21.49636226,6.708701681,2,2,5,0,1,2,6,4,2,1,67,65,56,22.63855939,52.25975654,intermediate_frontend,FRONTEND,IA
Alex Cooney,99611251,28,30,21,7.050811656,15.3275179,2,8,2,0,1,4,3,5,0,1,83,84,63,43.36592827,20.30497749,intermediate_backend,BACKEND,BDD
John Brown,20578361,58,24,39,56.89971037,8.053155108,3,5,5,0,0,3,6,2,0,2,64,53,66,49.35523761,51.65207582,intermediate_datascience,DATASCIENCE,BDD
Doris Tucker,71750241,31,56,39,19.02494706,25.48066001,3,5,1,0,0,2,5,2,2,1,45,72,63,4.69577921,51.74762375,intermediate_backend,BACKEND,IA
Gloria Scott,9779442,62,0,0,49.19931894,0,2,6,3,0,0,3,2,5,1,0,63,66,70,44.29762041,45.87737137,intermediate_datascience,DATASCIENCE,BDD
Dawn Francis,71924207,11,33,81,0.941595081,10.78204679,5,2,8,1,1,0,0,5,1,0,58,100,86,51.97116616,91.88938919,intermediate_frontend,FRONTEND,IA
Evelyn Grober,11550568,28,18,37,5.136820773,1.265698669,5,5,4,0,1,0,1,4,1,1,68,63,80,14.31101758,21.65623012,intermediate_frontend,FRONTEND,IA
Michelle Redmon,43012634,63,49,34,47.7794314,43.5958034,7,2,7,0,2,2,3,0,2,1,71,40,64,57.59449852,17.98091503,intermediate_datascience,DATASCIENCE,BDD
Samuel Whit,98559641,0,43,28,0,8.546356518,8,2,11,0,0,5,4,8,2,0,86,72,50,76.61138754,31.35876156,intermediate_backend,BACKEND,BDD
George Brock,55358406,0,52,62,0,39.35880704,2,5,2,1,1,3,6,4,1,2,59,79,63,3.955728931,9.189771699,intermediate_backend,BACKEND,IA
Lawerence Counter,49182661,0,84,56,0,29.36235021,4,4,9,2,0,4,2,7,0,0,57,74,69,54.60525965,21.3540932,intermediate_backend,BACKEND,BDD
Cristina Wright,56262789,49,71,43,32.19882311,33.68220964,5,7,9,2,0,1,3,3,1,2,58,88,94,29.12824388,61.93606127,intermediate_backend,BACKEND,IA
Dalton Reyes,82423100,29,51,22,10.58772369,14.85431301,3,5,3,0,1,3,5,3,0,2,58,63,74,26.55755886,2.474617639,intermediate_backend,BACKEND,BDD
Michael Tussey,97189330,27,45,49,16.51036102,31.3398572,3,3,5,2,0,1,6,2,1,2,68,46,46,40.97538339,21.26180205,intermediate_datascience,DATASCIENCE,BDD
Richard Pauley,47948,24,24,51,16.70475377,20.26911406,3,4,2,1,0,1,6,4,2,2,39,82,56,8.334363159,59.34585546,intermediate_frontend,FRONTEND,IA
James Murphy,558891,49,58,36,16.78128574,16.60367071,3,4,3,0,1,5,6,2,1,2,64,67,69,42.47199373,49.29077215,intermediate_backend,BACKEND,IA
David Sandmeier,18843110,31,50,20,3.346835891,12.11088218,0,1,3,1,1,4,4,4,0,2,76,73,68,61.47328057,66.83212569,intermediate_backend,BACKEND,IA
Ronald Phillips,43310659,0,21,57,0,14.31024557,0,2,2,1,0,3,3,5,0,1,83,86,90,26.75473239,48.19250717,intermediate_frontend,FRONTEND,IA
James Perez,46409217,95,9,48,55.94892214,1.756377545,6,0,7,0,2,2,1,5,1,0,55,55,93,14.05278572,11.40648742,intermediate_datascience,DATASCIENCE,BDD
Margarita Roberts,42262194,23,55,23,11.97507314,35.19118711,5,2,5,1,2,0,3,1,2,0,86,38,80,78.69331312,29.29517234,intermediate_datascience,DATASCIENCE,BDD
Vera Sanders,73268120,27,45,39,20.03942725,4.249263586,7,4,5,0,2,3,5,4,2,1,72,69,76,33.66307845,34.8962314,intermediate_frontend,FRONTEND,BDD
Wanda Flores,68766029,10,10,76,5.0973551,6.2013716,0,5,4,1,1,4,4,3,0,1,89,81,73,55.967696,65.94088377,intermediate_frontend,FRONTEND,IA
Joel Erwin,28736687,26,23,42,10.98359054,11.80835488,2,3,7,2,2,2,4,2,2,2,74,79,74,63.29476993,17.42640278,intermediate_frontend,FRONTEND,BDD
Pearlene Lariviere,70395779,24,17,21,9.554092278,1.936397165,2,4,3,2,1,7,3,9,1,0,80,97,76,57.35889813,0.697132268,intermediate_backend,BACKEND,BDD
Patti Beckwith,69624509,23,23,54,0.60827876,14.9293836,3,4,1,2,0,4,3,4,0,2,60,61,69,19.30627757,17.12289094,intermediate_frontend,FRONTEND,IA
Roberta Turner,61575382,37,59,21,12.41561646,26.34687227,5,4,5,1,1,3,3,3,0,1,65,61,65,1.330372257,11.15829061,intermediate_backend,BACKEND,IA
Freeda Garo,63611620,71,44,42,69.29743118,9.553062236,1,8,3,0,2,4,5,4,1,2,61,47,52,28.60300382,33.71853234,intermediate_datascience,DATASCIENCE,BDD
Mildred Delnero,68515654,19,112,74,16.59755595,39.57902544,4,3.715143629,2,2,2,7,6,2,1,2,86,51,86,21.36813717,25.59902439,intermediate_backend,BACKEND,IA
Jeanne Williams,88593200,27,14,54,8.89320781,6.889429479,1,3,4,0,2,6,4,3,1,0,77,72,66,32.30581687,26.91489528,intermediate_frontend,FRONTEND,BDD
Lesley Phillips,81508842,48,11,12,28.21417944,1.0070965,0,4,2,2,2,3,6,3,2,0,78,65,68,35.75422114,5.005819878,intermediate_datascience,DATASCIENCE,BDD
Phillip Durham,1098674,35,40,20,29.65538609,38.30437933,1,5,8,2,2,4,4,4,2,0,76,60,53,65.79527714,12.8046372,intermediate_datascience,DATASCIENCE,BDD
Leila Parks,76195956,18,59,50,7.942938062,39.26816722,2,4,1,1,0,1,4,2,2,2,56,75,61,42.93902911,69.62546108,intermediate_backend,BACKEND,IA
Jacob Speaks,72937824,34,87,44,0.610567368,8.920543372,3,2,8,2,0,4,6,6,1,2,51,66,76,9.993064502,13.60417583,intermediate_backend,BACKEND,IA
Delia Chaidez,36526894,32,66,14,2.384334778,54.30890417,1,0,2,0,0,2,4,4,2,1,54,66,81,17.06044783,38.26991077,intermediate_backend,BACKEND,IA
Mark Clairmont,93804290,53,44,53,27.05081423,14.19241696,2,5,3,0,0,4,5,3,2,1,51,67,62,29.76580969,55.00665516,intermediate_frontend,FRONTEND,IA
Deborah Patterson,44519543,53,17,23,51.38028691,10.14559212,4,4,2,2,1,4,6,2,1,1,52,50,50,29.40389022,14.55018127,intermediate_datascience,DATASCIENCE,BDD
David Olsen,14057178,32,25,36,22.18270535,6.928571039,4,4,1,0,2,4,3,4,1,1,80,68,58,43.65564965,54.517476,intermediate_datascience,DATASCIENCE,BDD
Lucas Savitch,93410553,57,20,28,4.042222912,14.6681189,5,2,1,0,2,7,6,4,1,1,66,69,96,62.84968792,22.34495273,intermediate_frontend,FRONTEND,BDD
Susan Torres,9783122,22,106,42,4.165939267,76.63895135,2,6,2,0,0,7,6,2,0,1,73,77,76,50.56705813,44.30098063,intermediate_backend,BACKEND,IA
William Sherer,50476936,14,40,33,10.79852401,22.08173827,3,5,5,0,0,1,3,3,1,1,45,49,76,4.369440998,13.80529753,intermediate_frontend,FRONTEND,IA
Flora Pagan,65347435,28,64,35,23.56031328,15.41923792,3,7,4,0,0,5,6,3,1,0,53,87,52,49.84529987,50.11938775,intermediate_backend,BACKEND,BDD
Christina Hatten,43161863,28,39,71,17.29544841,9.894448493,5,3,2,2,1,3,2,3,2,1,40,49,61,18.52850694,10.33614621,intermediate_frontend,FRONTEND,BDD
Dustin Carsey,21500966,72,74,48,46.39846821,28.33184696,5,3,10,0,1,0,6,10,0,2,64,64,62,37.15674644,51.75653749,intermediate_backend,BACKEND,BDD
Margaret Mcburney,39425762,23,53,29,0.651761359,7.685644872,4,1,2,0,0,6,4,4,2,2,63,90,87,51.62800153,43.25549871,intermediate_backend,BACKEND,BDD
Dean Bailey,63028735,39,30,35,32.31268012,10.1296714,3,1,3,2,2,2,2,4,0,2,39,66,81,8.318193013,60.53936019,intermediate_frontend,FRONTEND,IA
Charles Tuten,87917887,64,18,25,50.44961332,12.31838282,5,5,7,1,1,3,7,5,1,0,72,40,68,36.85825337,25.19744837,intermediate_datascience,DATASCIENCE,BDD
Jason Tillery,81239016,45,69,24,11.65658148,57.32832432,7,1,7,0,0,4,5,2,0,2,69,60,82,59.29788716,49.67534914,intermediate_backend,BACKEND,IA
Therese Swan,43731042,38,56,18,26.92971536,18.62460827,2,4,0,1,0,3,5,6,1,2,76,53,38,55.98326398,45.06292358,intermediate_datascience,DATASCIENCE,FRONTEND
Elease Clark,44153299,0,13,31,0,3.036673357,0,6,5,1,0,0,6,4,0,0,64.93900101,73,67,22.76427182,38.42084388,intermediate_frontend,FRONTEND,IA
William Lee,29439614,64,29,59,2.581130307,24.14663477,6,4,5,2,2,2,7,4,2,2,67,42,55,39.47695025,30.08472718,intermediate_datascience,DATASCIENCE,IA
Tien Walker,21793862,46,36,3,9.252280959,32.06534499,3,5,2,1,1,3,4,4,0,0,78,76,58,0.626359353,42.23299263,intermediate_datascience,DATASCIENCE,IA
Rosemary Fiske,81789915,6,84,73,1.071773261,34.44180796,5,3,2,1,2,1,4,3,0,2,71,76,55,3.358227094,1.72523322,intermediate_backend,BACKEND,IA
Thomas Escobar,43274283,91,23,13,30.7350677,0.618795539,3,8,6,1,1,6,6,5,1,2,69,47,65,7.827374293,33.75459632,intermediate_datascience,DATASCIENCE,BDD
Esther Adams,21275028,54,82,27,22.59627285,56.98685291,5,8,1,2,2,7,3,2,2,1,75,73,87,52.0837521,72.52954848,intermediate_backend,BACKEND,IA
Paul Smith,36479741,26,34,39,13.22201118,26.65713003,1,2,2,0,1,6,4,3,2,2,90,93,79,55.80707422,80.90964753,intermediate_backend,BACKEND,IA
Gary Barnard,33355186,53,40,18,25.2679554,0.720970127,6,3,4,2,2,2,4,2,1,1,63,63,75,57.71658387,3.316547699,intermediate_datascience,DATASCIENCE,BDD
Dale Lemmon,60737794,16,67,63,4.330793695,39.86706717,2,0,6,2,0,4,2,5,1,1,83,80,86,58.81041571,74.74802703,intermediate_frontend,FRONTEND,IA
Patrick Kelly,72199932,40,5,20,1.166826743,2.941843791,3,3,3,2,2,5,7,3,2,2,86,57,70,36.171748,11.45166543,intermediate_datascience,DATASCIENCE,BDD
Cheri Estes,15017697,43,55,50,26.01936976,20.82893498,1,5,1,0,0,4,7,4,0,2,79,36,40,68.4883296,1.963831617,intermediate_datascience,DATASCIENCE,BDD
Philip Stolar,73341636,21,13,61,8.310641427,9.746975236,1,3,3,1,2,2,5,4,2,0,60,63,70,2.564853011,0.73531031,intermediate_frontend,FRONTEND,BDD
Rick Gass,56820690,17,23,56,5.077426676,9.848117877,1,4,6,0,0,5,5,2,2,1,85,83,71,0.859900738,35.09667384,intermediate_frontend,FRONTEND,IA
Joanne Hill,58671368,16,43,40,13.87105669,29.10136593,4,2,3,1,0,2,3,5,2,2,58,54,65,14.51737076,16.24104196,intermediate_frontend,FRONTEND,IA
Gordon Fleming,95040773,81,0,66,60.48620793,0,2,4,7,0,2,5,7,2,1,1,53,48,80,6.763217663,8.568780881,intermediate_frontend,FRONTEND,BDD
Ruth Ollis,40382530,27,20,83,23.15966981,4.969292094,5,0,4,2,2,5,2,3,1,1,44,72,52,11.89032042,6.225692839,intermediate_frontend,FRONTEND,BDD
Sharon Harris,79985860,22,58,25,10.88962148,35.17705005,5,2,6,2,2,5,1,5,0,2,80,66,84,24.44782048,23.57721428,intermediate_backend,BACKEND,IA
Larry Swan,61090227,39,39,46,5.106318833,28.7394313,2,3,4,1,2,3,5,5,0,2,47,59,69,21.40582361,13.49409911,intermediate_frontend,FRONTEND,IA
Margaret Lucio,47872715,44,73,31,30.63374319,71.09511416,3,5,5,2,2,6,8,3,2,1,47,72,61,28.698913,45.93418273,intermediate_backend,BACKEND,IA
Bernice Myers,60758961,31,78,16,6.388287178,29.64849785,3,1,2,2,0,2,4,0,1,2,94,83,60,33.13488768,31.27706398,intermediate_backend,BACKEND,IA
Bobby Waters,3247822,73,31,54,32.20976584,1.998648885,3,6,2,0,0,4,3,1,2,1,75,53,77,72.54310871,23.84875629,intermediate_datascience,DATASCIENCE,BDD
Bernard Conrad,60288022,0,53,4,0,52.36247472,1,7,5,1,1,0,3,5,1,0,84,71,70,45.50088484,54.42473598,intermediate_backend,BACKEND,IA
Joseph Farley,36120989,42,49,40,34.6629529,30.56652631,2,7,0,0,1,3,3,1,2,0,59,73,71,51.69775153,25.46646161,intermediate_backend,BACKEND,BDD
Martin Orr,55867490,0,53,84,0,50.16187428,2,1,4,0,1,1,6,4,0,2,66,51,55,52.95390878,8.44281453,intermediate_frontend,FRONTEND,IA
Michael Rudd,58381439,33,42,14,29.80221773,4.360737612,5,4,4,2,2,2,8,3,2,1,57,72,70,2.740798115,21.22706777,intermediate_backend,BACKEND,BDD
Jessica Clements,9781393,10,57,58,8.642306023,19.49592887,3,3,3,0,2,3,5,5,1,0,67,75,76,31.58477357,50.95807535,intermediate_frontend,FRONTEND,IA
Glenda Martinez,57998315,41,31,58,19.04789334,4.152037665,2,3,5,1,2,6,8,0,1,1,70,69,81,56.453286,8.148977069,intermediate_frontend,FRONTEND,BDD
Rachel Duke,81789324,40,40,53,29.77472817,33.42040618,1,4,6,2,2,7,5,0,2,2,31,65,52,28.1054486,42.58096599,intermediate_backend,BACKEND,IA
Jeanette Immediato,46547055,68,58,11,42.12226502,51.059879,7,3,4,1,0,6,4,4,0,0,58,57,94,36.70557961,41.42212217,intermediate_datascience,DATASCIENCE,IA
Vaughn Donahue,49091565,70,75,56,56.21529496,37.59837749,4,7,0,1,0,4,3,0,2,0,73,64,67.1104446,68.03847901,41.21491601,intermediate_datascience,DATASCIENCE,BDD
Angela Cox,65842425,68,50,15,29.36274685,9.330310883,7,3,5,1,0,4,7,3,2,1,58,42,62,38.47209497,15.25793908,intermediate_datascience,DATASCIENCE,BDD
Richard Knight,51250496,41,50,13,32.21814785,6.355948452,2,0,3,1,1,4,6,2,1,0,65,69,69,13.55024763,45.09564212,intermediate_backend,BACKEND,IA
Elyse Corona,39524421,57,30,40,26.36003857,17.6449233,6,1,6,0,1,0,3,3,1,1,64,49,72,35.7442608,40.73162442,intermediate_datascience,DATASCIENCE,BDD
Preston Wilenkin,43211622,32,49,22,30.11090521,24.8124399,4,3,4,2,0,2,4,4,0,1,62,53,78,46.87157704,16.71789327,intermediate_backend,BACKEND,BDD
Tomas Clark,47192775,10,0,43,4.863721008,0,2,2,4,0,0,8,2,3,2,2,79,95,59,52.64757557,25.52986825,intermediate_frontend,FRONTEND,BDD
Shawnee Needham,86931719,57,21,31,26.3692985,6.409352515,0,3,5,2,0,8,6,0,0,2,74,83,65,6.169375757,79.44112809,intermediate_datascience,DATASCIENCE,IA
Krista Le,81268691,44,47,79,34.54316191,18.91129577,6,3,3,0,0,2,0,3,2,0,46,57,61,10.90255224,50.79673442,intermediate_frontend,FRONTEND,IA
Karen Riebel,54621988,36,0,21,29.5767969,0,1,7,3,2,0,3,6,3,0,2,60,88,67,41.26813073,23.75436046,intermediate_datascience,DATASCIENCE,BDD
Ron Lawson,66584084,80,0,50,44.35912915,0,1,3,0,1,1,5,10,5,2,0,43,36,39,22.71754304,6.146465577,intermediate_datascience,DATASCIENCE,BDD
Scott Lucero,67012359,6,0,29,1.078786881,0,4,1,3,1,2,3,1,4,0,2,47,81,86,1.449997261,34.27666606,intermediate_frontend,FRONTEND,IA
Stephen Cruz,15578776,60,39,30,28.06549386,35.87082072,6,3,6,0,2,4,6,4,2,2,48,76,77,35.44098856,38.41182904,intermediate_backend,BACKEND,IA
Charles Childs,64520102,31,26,8,30.01024759,16.68644374,10,5,4,0,0,3,5,0,1,0,66,60,81,5.242442413,10.09963601,intermediate_datascience,DATASCIENCE,BDD
Melissa Bechtel,97739370,15,64,27,11.2947929,25.51644745,4,2,4,1,2,8,1,3,2,2,66,67,65,12.19867547,1.642026054,intermediate_backend,BACKEND,IA
Dorothy Ocampo,12952189,3,22,25,2.433487812,5.798961979,3,4,1,0,0,5,3,5,2,1,79,59,72,71.45367188,48.28992428,intermediate_frontend,FRONTEND,BDD
Connie Owens,47219125,34,43,38,1.11606696,38.92725253,4,7,2,0,0,3,6,4,1,2,83,73,56,26.15103305,67.49738141,intermediate_datascience,DATASCIENCE,IA
Johnnie Potts,53643448,37,42,23,17.31080012,0.683133113,0,3,3,2,2,2,7,3,2,1,55,91,93,1.885789353,6.274115682,intermediate_backend,BACKEND,BDD
Pearl Davis,32786828,8,29,62,5.172969069,9.48046155,3,1,2,2,2,1,7,6,0,0,49,71,78,0.853961221,59.68123535,intermediate_frontend,FRONTEND,IA
Ashley Ivan,46626370,34,56,19,28.22111124,52.83631269,4,4,3,2,2,3,5,1,2,0,86,59,61,80.45697939,26.09858069,intermediate_datascience,DATASCIENCE,BDD
Sally Devane,96841697,0,3,13,0,1.962099021,0,2,8,0,0,2,3,2,0,2,57,60,74,21.23367868,10.6904947,intermediate_frontend,FRONTEND,BDD
Amy Zecca,98401456,64,40,9,54.55608868,21.30876285,4,6,2,1,1,6,3,5,1,2,61,64,70,37.89172335,24.72164913,intermediate_datascience,DATASCIENCE,BDD
Allyson Pynes,87467973,0,82,58,0,16.68984687,6,3,7,1,0,6,3,4,0,2,64,60,77,26.49091831,51.9512134,intermediate_backend,BACKEND,IA
Dwayne Cloyd,94881375,55,51,57,10.85226838,42.50211349,6,6,6,1,2,2,5,1,1,2,69,67,21,14.72568565,8.182554211,intermediate_datascience,DATASCIENCE,IA
Tim Padron,38400746,23,64,46,7.296869978,13.06874001,4,2,9,1,0,2,3,7,0,1,72,76,72,63.19368775,7.491599519,intermediate_backend,BACKEND,BDD
David Palacios,6969227,51,65,32,14.37840714,16.13647955,5,4,5,2,1,2,6,2,1,2,69,44,59,65.52653087,42.49242056,intermediate_datascience,DATASCIENCE,BDD
Cara Schwulst,74554460,57,62,52,30.25896495,11.89477086,3,6,5,2,1,3,4,2,2,0,54,77,80,53.34359143,22.60162987,intermediate_backend,BACKEND,BDD
Deborah Ewing,81283035,58,58,28,2.997769435,9.172668713,6,2,3,0,0,3,8,1,0,2,53,59,70,2.192675252,50.81741397,intermediate_backend,BACKEND,IA
Janice Rhyne,4892826,57,16,48,9.036561034,15.25299994,4,4,6,1,0,4,3,5,1,2,32,73,70,1.611794079,40.99014381,intermediate_frontend,FRONTEND,IA
Lucy Lugo,82736480,27,46,41,21.94271217,27.69345342,5,4,10,0,1,0,1,3,2,1,77,89,94,66.06339794,21.39665717,intermediate_backend,BACKEND,BDD
William Major,69170276,47,74,14,6.232387565,47.19994777,2,1,4,1,2,3,3,3,2,2,77,81,61,13.56411829,23.89534394,intermediate_backend,BACKEND,IA
Shawn Duda,95651900,13,8,49,3.034151503,7.634603725,0,5,5,1,2,6,4,5,1,2,75,74,63,42.12417897,30.48493317,intermediate_frontend,FRONTEND,BDD
Rodney Frost,28903915,35,71,25,15.8679712,16.37082891,5,3,3,0,0,5,8,3,1,1,61,68,75,35.3703465,10.1681299,intermediate_backend,BACKEND,BDD
Ashlee Wells,53033602,21,43,26,10.85953865,0.25445416,3,4,1,2,2,4,4,4,0,1,85,70,53,56.26552106,49.69697803,intermediate_backend,BACKEND,BDD
Sharla Williams,41834411,44,32,17,33.5988611,19.16427679,4,1,2,0,2,6,3,5,1,1,81,75,82,3.043979253,31.32416136,intermediate_datascience,DATASCIENCE,IA
Leonard Reed,72997742,42,56,54,18.78796192,28.43931178,5,6,6,0,0,1,1,4,2,0,55,68,76,16.97421243,60.46742384,intermediate_frontend,FRONTEND,IA
